,date,total_cases,new_cases,weekly_new_cases_average,new_cases_yesterday,new_deaths,weeky_new_deaths_average,new_deaths_yesterday,new_tests,weekly_new_tests_average,new_tests_yesterday,positive_rate,total_vaccinations,total_vaccinations_yesterday,people_vaccinated,people_vaccinated_yesterday,people_fully_vaccinated,people_fully_vaccinated_yesterday,stringency_index,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-09-20,2020-09-20,6810862.0,38415.0,40555.0,42159.0,265.0,787.0,732.0,621537.0,962807.0,934704.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,62.5,117.62,53.23,112.5,-14.0,-6.0,46.0,-24.0,-14.0,2.0
2020-09-21,2020-09-21,6862834.0,51972.0,41135.0,38415.0,427.0,763.0,265.0,749193.0,962392.0,621537.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,119.61,55.81,111.83,-16.0,-8.0,25.0,-33.0,-33.0,9.0
2020-09-22,2020-09-22,6902696.0,39862.0,43642.0,51972.0,1032.0,762.0,427.0,1024346.0,968515.0,749193.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,62.5,121.24,55.76,114.71,-15.0,-6.0,28.0,-34.0,-33.0,9.0
2020-09-23,2020-09-23,6941758.0,39062.0,43692.0,39862.0,1056.0,738.0,1032.0,1198475.0,977176.0,1024346.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,62.5,124.19,56.62,117.62,-15.0,-7.0,27.0,-33.0,-32.0,9.0
2020-09-24,2020-09-24,6988869.0,47111.0,43699.0,39062.0,897.0,753.0,1056.0,1198444.0,986289.0,1198475.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,62.5,129.45,57.08,121.53,-16.0,-7.0,25.0,-33.0,-32.0,9.0
2020-09-25,2020-09-25,7037151.0,48282.0,43981.0,47111.0,944.0,758.0,897.0,1127323.0,992916.0,1198444.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,62.5,154.7,64.61,152.17,-16.0,-8.0,25.0,-31.0,-31.0,8.0
2020-09-26,2020-09-26,7081803.0,44652.0,43838.0,48282.0,768.0,765.0,944.0,936052.0,979146.0,1127323.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,62.5,153.19,64.15,166.75,-15.0,-3.0,52.0,-23.0,-10.0,2.0
2020-09-27,2020-09-27,7119311.0,37508.0,44194.0,44652.0,315.0,770.0,768.0,596286.0,979339.0,936052.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,62.5,115.83,52.27,111.27,-15.0,-7.0,35.0,-25.0,-13.0,2.0
2020-09-28,2020-09-28,7152546.0,33235.0,44064.0,37508.0,358.0,777.0,315.0,667427.0,975731.0,596286.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,62.5,117.74,55.51,110.03,-17.0,-8.0,12.0,-35.0,-32.0,9.0
2020-09-29,2020-09-29,7195994.0,43448.0,41387.0,33235.0,833.0,767.0,358.0,981865.0,964050.0,667427.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,62.5,117.9,53.24,108.89,-16.0,-7.0,11.0,-35.0,-32.0,9.0
2020-09-30,2020-09-30,7235428.0,39434.0,41900.0,43448.0,958.0,739.0,833.0,1200324.0,957982.0,981865.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,62.5,121.62,54.76,113.44,-14.0,-5.0,17.0,-33.0,-32.0,8.0
2020-10-01,2020-10-01,7281081.0,45653.0,41953.0,39434.0,873.0,725.0,958.0,1221071.0,958246.0,1200324.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,62.5,128.39,57.09,119.18,-13.0,-2.0,21.0,-31.0,-30.0,8.0
2020-10-02,2020-10-02,7336043.0,54962.0,41745.0,45653.0,860.0,721.0,873.0,1192467.0,961478.0,1221071.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,62.5,150.06,62.4,145.55,-14.0,-5.0,18.0,-29.0,-30.0,8.0
2020-10-03,2020-10-03,7384578.0,48535.0,42699.0,54962.0,683.0,709.0,860.0,975225.0,970785.0,1192467.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,62.5,150.31,62.49,160.02,-13.0,-1.0,42.0,-20.0,-11.0,2.0
2020-10-04,2020-10-04,7420293.0,35715.0,43254.0,48535.0,381.0,697.0,683.0,639736.0,976381.0,975225.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,62.5,112.48,50.61,106.9,-14.0,-5.0,25.0,-24.0,-14.0,2.0
2020-10-05,2020-10-05,7459742.0,39449.0,42997.0,35715.0,481.0,707.0,381.0,805543.0,982588.0,639736.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,62.5,116.7,54.6,108.0,-15.0,-5.0,15.0,-32.0,-32.0,8.0
2020-10-06,2020-10-06,7504998.0,45256.0,43885.0,39449.0,686.0,724.0,481.0,1227436.0,1002319.0,805543.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,119.01,54.89,111.18,-15.0,-4.0,25.0,-32.0,-32.0,8.0
2020-10-07,2020-10-07,7556060.0,51062.0,44143.0,45256.0,927.0,703.0,686.0,1412174.0,1037400.0,1227436.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,121.63,55.21,113.11,-15.0,-6.0,24.0,-33.0,-31.0,8.0
2020-10-08,2020-10-08,7614653.0,58593.0,45805.0,51062.0,989.0,699.0,927.0,1428578.0,1067665.0,1412174.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,128.64,57.15,118.9,-15.0,-5.0,29.0,-31.0,-31.0,9.0
2020-10-09,2020-10-09,7671034.0,56381.0,47653.0,58593.0,968.0,715.0,989.0,1397077.0,1097308.0,1428578.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,152.98,64.12,149.3,-16.0,-7.0,30.0,-29.0,-31.0,8.0
2020-10-10,2020-10-10,7725952.0,54918.0,47856.0,56381.0,658.0,731.0,968.0,1100009.0,1126538.0,1397077.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,150.65,64.03,162.58,-16.0,-4.0,46.0,-22.0,-11.0,3.0
2020-10-11,2020-10-11,7771893.0,45941.0,48768.0,54918.0,471.0,727.0,658.0,745712.0,1144365.0,1100009.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,114.02,51.12,110.55,-16.0,-7.0,25.0,-25.0,-14.0,3.0
2020-10-12,2020-10-12,7813735.0,41842.0,50229.0,45941.0,394.0,740.0,471.0,810294.0,1159504.0,745712.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,62.5,116.68,51.71,106.12,-17.0,-9.0,9.0,-36.0,-37.0,10.0
2020-10-13,2020-10-13,7865983.0,52248.0,50570.0,41842.0,796.0,728.0,394.0,1062362.0,1160183.0,810294.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,66.2,117.18,53.13,108.71,-17.0,-6.0,18.0,-33.0,-32.0,9.0
2020-10-14,2020-10-14,7925748.0,59765.0,51569.0,52248.0,990.0,743.0,796.0,1227460.0,1136601.0,1062362.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,66.2,122.01,55.96,114.36,-14.0,-6.0,25.0,-31.0,-30.0,9.0
2020-10-15,2020-10-15,7990636.0,64888.0,52813.0,59765.0,849.0,752.0,990.0,1294966.0,1110213.0,1227460.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,66.2,128.43,57.01,119.86,-15.0,-5.0,23.0,-30.0,-31.0,9.0
2020-10-16,2020-10-16,8059782.0,69146.0,53712.0,64888.0,937.0,732.0,849.0,1324082.0,1091126.0,1294966.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,66.2,150.21,59.0,143.31,-17.0,-8.0,8.0,-30.0,-31.0,9.0
2020-10-17,2020-10-17,8116518.0,56736.0,55535.0,69146.0,762.0,728.0,937.0,1109316.0,1080698.0,1324082.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,66.2,151.68,63.3,163.54,-14.0,-3.0,41.0,-20.0,-11.0,3.0
2020-10-18,2020-10-18,8165858.0,49340.0,55795.0,56736.0,493.0,743.0,762.0,765490.0,1082027.0,1109316.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,66.2,113.08,51.03,107.28,-16.0,-7.0,18.0,-23.0,-14.0,3.0
2020-10-19,2020-10-19,8233610.0,67752.0,56281.0,49340.0,479.0,746.0,493.0,869145.0,1084853.0,765490.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,66.2,114.39,54.02,105.32,-18.0,-9.0,4.0,-33.0,-31.0,9.0
2020-10-20,2020-10-20,8295581.0,61971.0,59982.0,67752.0,923.0,758.0,479.0,1268147.0,1093260.0,869145.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,66.2,116.13,53.81,107.55,-17.0,-7.0,10.0,-32.0,-31.0,9.0
2020-10-21,2020-10-21,8358864.0,63283.0,61371.0,61971.0,1121.0,776.0,923.0,1469391.0,1122658.0,1268147.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,66.2,119.08,54.34,110.65,-16.0,-7.0,13.0,-32.0,-30.0,9.0
2020-10-22,2020-10-22,8435164.0,76300.0,61874.0,63283.0,915.0,795.0,1121.0,1527623.0,1157220.0,1469391.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,66.2,125.35,55.79,116.88,-16.0,-6.0,20.0,-31.0,-30.0,9.0
2020-10-23,2020-10-23,8517113.0,81949.0,63504.0,76300.0,967.0,804.0,915.0,1460176.0,1190456.0,1527623.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,66.2,148.12,62.51,144.2,-17.0,-8.0,10.0,-30.0,-30.0,9.0
2020-10-24,2020-10-24,8599842.0,82729.0,65333.0,81949.0,951.0,809.0,967.0,1176157.0,1209898.0,1460176.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,66.2,146.65,61.97,157.14,-16.0,-4.0,28.0,-23.0,-10.0,3.0
2020-10-25,2020-10-25,8661982.0,62140.0,69046.0,82729.0,462.0,836.0,951.0,790535.0,1219447.0,1176157.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,66.2,106.15,48.25,99.41,-18.0,-8.0,1.0,-27.0,-15.0,4.0
2020-10-26,2020-10-26,8729385.0,67403.0,70875.0,62140.0,533.0,831.0,462.0,950426.0,1223025.0,790535.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,62.5,110.9,52.09,100.7,-19.0,-9.0,-9.0,-34.0,-31.0,10.0
2020-10-27,2020-10-27,8806228.0,76843.0,70825.0,67403.0,973.0,839.0,533.0,1334042.0,1234636.0,950426.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,62.5,113.63,52.61,105.01,-17.0,-7.0,1.0,-33.0,-31.0,10.0
2020-10-28,2020-10-28,8885632.0,79404.0,72950.0,76843.0,1035.0,846.0,973.0,1490289.0,1244050.0,1334042.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,62.5,114.15,52.22,105.54,-16.0,-7.0,-2.0,-34.0,-30.0,10.0
2020-10-29,2020-10-29,8976684.0,91052.0,75253.0,79404.0,1004.0,834.0,1035.0,1472791.0,1247035.0,1490289.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,62.5,120.94,51.74,110.67,-17.0,-7.0,-6.0,-35.0,-31.0,10.0
2020-10-30,2020-10-30,9075924.0,99240.0,77360.0,91052.0,1061.0,846.0,1004.0,1503987.0,1239202.0,1472791.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,62.5,146.3,59.27,143.08,-14.0,-4.0,1.0,-32.0,-30.0,8.0
2020-10-31,2020-10-31,9165619.0,89695.0,79830.0,99240.0,910.0,860.0,1061.0,1217521.0,1245461.0,1503987.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,62.5,137.83,59.26,164.97,-16.0,2.0,27.0,-23.0,-10.0,3.0
2020-11-01,2020-11-01,9270467.0,104848.0,80825.0,89695.0,496.0,854.0,910.0,894805.0,1251370.0,1217521.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,62.5,97.87,45.48,95.19,-18.0,-9.0,-5.0,-29.0,-15.0,4.0
2020-11-02,2020-11-02,9355775.0,85308.0,86926.0,104848.0,572.0,859.0,496.0,1014345.0,1266266.0,894805.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,62.5,108.11,51.83,101.63,-17.0,-7.0,-6.0,-35.0,-31.0,9.0
2020-11-03,2020-11-03,9482891.0,127116.0,89484.0,85308.0,1578.0,864.0,572.0,1361440.0,1275397.0,1014345.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,62.5,110.46,49.18,110.14,-11.0,-2.0,14.0,-34.0,-33.0,9.0
2020-11-04,2020-11-04,9587499.0,104608.0,96666.0,127116.0,1115.0,951.0,1578.0,1624074.0,1279311.0,1361440.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,62.5,102.97,48.13,98.31,-18.0,-10.0,4.0,-36.0,-30.0,10.0
2020-11-05,2020-11-05,9716853.0,129354.0,100267.0,104608.0,1155.0,962.0,1115.0,1686108.0,1298423.0,1624074.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,62.5,110.36,51.92,105.75,-18.0,-8.0,7.0,-34.0,-30.0,10.0
2020-11-06,2020-11-06,9844858.0,128005.0,105738.0,129354.0,1239.0,984.0,1155.0,1666431.0,1328897.0,1686108.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,62.5,131.16,58.04,131.59,-18.0,-10.0,6.0,-33.0,-29.0,9.0
2020-11-07,2020-11-07,9972308.0,127450.0,109848.0,128005.0,1081.0,1009.0,1239.0,1447567.0,1352103.0,1666431.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,62.5,125.75,57.0,142.52,-16.0,-6.0,23.0,-27.0,-10.0,4.0
2020-11-08,2020-11-08,10087380.0,115072.0,115241.0,127450.0,571.0,1034.0,1081.0,1003362.0,1384967.0,1447567.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,62.5,95.35,47.52,96.07,-17.0,-9.0,13.0,-29.0,-14.0,4.0
2020-11-09,2020-11-09,10207953.0,120573.0,116702.0,115072.0,779.0,1044.0,571.0,1217746.0,1400475.0,1003362.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,65.28,101.65,51.27,97.66,-19.0,-9.0,-3.0,-36.0,-31.0,10.0
2020-11-10,2020-11-10,10348449.0,140496.0,121740.0,120573.0,1418.0,1074.0,779.0,1530401.0,1429533.0,1217746.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,65.28,105.5,52.11,101.75,-18.0,-7.0,-2.0,-35.0,-31.0,10.0
2020-11-11,2020-11-11,10495075.0,146626.0,123651.0,140496.0,1436.0,1051.0,1418.0,1772083.0,1453670.0,1530401.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,65.28,107.34,50.07,102.81,-15.0,-8.0,-10.0,-39.0,-38.0,12.0
2020-11-12,2020-11-12,10659914.0,164839.0,129654.0,146626.0,1204.0,1097.0,1436.0,1839676.0,1474814.0,1772083.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,65.28,100.69,47.64,94.65,-20.0,-9.0,-12.0,-37.0,-32.0,11.0
2020-11-13,2020-11-13,10840303.0,180389.0,134723.0,164839.0,1200.0,1104.0,1204.0,1894397.0,1496752.0,1839676.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,65.28,128.33,55.51,127.06,-19.0,-9.0,-11.0,-35.0,-30.0,11.0
2020-11-14,2020-11-14,11008064.0,167761.0,142206.0,180389.0,1347.0,1098.0,1200.0,1593830.0,1529319.0,1894397.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,65.28,123.16,55.98,135.28,-18.0,-6.0,2.0,-29.0,-10.0,5.0
2020-11-15,2020-11-15,11144288.0,136224.0,147965.0,167761.0,776.0,1136.0,1347.0,1194391.0,1550214.0,1593830.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,65.28,91.11,44.24,89.35,-19.0,-9.0,-8.0,-32.0,-15.0,5.0
